contacto;periodo;categoria;subcategoria;prestacion;tipo_prestacion;fecha_ingreso;hora_ingreso;domicilio_comuna;domicilio_barrio;domiclio_calle;domicilio_altura;domicilio_esquina_proxima;lat;lon;canal;genero;estado_del_contacto;fecha_cierre_contacto;domicilio_calle
00048110/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;01/02/2021;20:13:54;5.0;Almagro;RIVADAVIA AV.;4283.0;;-34.6135523567794;-58.4259513555343;GCS Web;Masculino;Abierto;;
00050582/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;03/02/2021;09:38:51;12.0;Villa Pueyrredon;MOSCONI GENERAL AV.;2924.0;;-34.5866018294172;-58.5025440778044;GCS Web;Femenino;Cerrado;08/02/2021 09:17:32;
00051454/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;03/02/2021;14:22:13;3.0;Balvanera;JAURES, JEAN;404.0;;-34.6050249179726;-58.4093472449392;App BA 147;Masculino;Abierto;;
00050636/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;INFORMACIÓN SOBRE ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;SOLICITUD;03/02/2021;09:57:20;12.0;Villa Pueyrredon;MOSCONI GENERAL AV.;2924.0;;-34.5866018294172;-58.5025440778044;GCS Web;Femenino;Abierto;;
00051261/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;03/02/2021;13:23:38;1.0;Monserrat;SAN JOSE;369.0;;-34.6130673568037;-58.3861646876701;GCS Web;Femenino;Cerrado;03/02/2021 14:53:50;
00051393/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;03/02/2021;14:06:18;15.0;Villa Ortuzar;COMBATIENTES DE MALVINAS AV.;3495.0;;-34.5789608420546;-58.4762724747863;GCS Web;Masculino;Abierto;;
00052706/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;04/02/2021;10:23:32;1.0;San Nicolas;CORDOBA AV.;700.0;;-34.5988829833248;-58.3767267316344;Call Center;Femenino;Abierto;;
00053197/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;04/02/2021;13:55:37;13.0;Nuñez;IBERA;2045.0;;-34.5516447489795;-58.4609766292278;App BA 147;Masculino;Abierto;;
00052533/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;04/02/2021;09:05:13;13.0;Belgrano;CIUDAD DE LA PAZ;1629.0;;-34.5667615958437;-58.454015946387;Call Center;Masculino;Cerrado;04/02/2021 17:23:12;
00051587/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;03/02/2021;15:12:33;1.0;Monserrat;SAN JOSE;369.0;;-34.6130673568037;-58.3861646876701;GCS Web;Femenino;Cerrado;04/02/2021 17:19:52;
00052865/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;04/02/2021;11:26:06;4.0;Barracas;ISABEL LA CATOLICA;653.0;;-34.6381179791286;-58.3735374080289;App BA 147;Femenino;Abierto;;
00054488/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;05/02/2021;09:56:21;12.0;Villa Urquiza;ROOSEVELT FRANKLIN D. AV.;5783.0;;-34.5775796319758;-58.4946429067915;App BA 147;Femenino;Cerrado;12/02/2021 09:37:29;
00054218/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;05/02/2021;00:26:45;5.0;Boedo;MUÑIZ;2017.0;;-34.6384170443846;-58.4227757222984;App BA 147;Femenino;Abierto;;
00055025/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;05/02/2021;13:29:07;5.0;Boedo;MARMOL, JOSE;1400.0;;-34.6309935270123;-58.4230811066398;Comuna;Masculino;Abierto;;
00053710/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;04/02/2021;17:53:06;12.0;Villa Urquiza;OLAZABAL AV.;5142.0;;-34.576762539706;-58.4862164002728;GCS Web;Masculino;Cerrado;08/02/2021 09:07:17;
00053358/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;04/02/2021;15:07:44;6.0;Caballito;PUEYRREDON, HONORIO, DR. AV.;1082.0;;-34.6080977970782;-58.4452741735726;App BA 147;Femenino;Abierto;;
00053742/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;04/02/2021;18:11:41;6.0;Caballito;VIRASORO, VALENTIN;751.0;;-34.6109565679374;-58.4414635507875;GCS Web;Masculino;Abierto;;
00054156/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;04/02/2021;22:43:08;15.0;Paternal;FRAGATA PRES. SARMIENTO;1983.0;;-34.6030322112694;-58.4596278164434;GCS Web;Femenino;Abierto;;
00056274/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;06/02/2021;11:11:56;12.0;Villa Pueyrredon;MISTRAL, GABRIELA;3245.0;;-34.5898498914383;-58.5059668428248;Call Center;Femenino;Cerrado;10/02/2021 10:16:40;
00056469/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;06/02/2021;12:57:25;9.0;Parque Avellaneda;SAN PEDRO;3651.0;;-34.6414092511435;-58.4711254285386;App BA 147;Femenino;Abierto;;
00056791/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;06/02/2021;18:15:41;12.0;Saavedra;PINTO;3880.0;;-34.5505305657439;-58.4768996924137;GCS Web;Masculino;Cerrado;10/02/2021 10:18:13;
00057259/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;07/02/2021;11:55:49;14.0;Palermo;GORRITI;;ATACALCO;-34.5869174443183;-58.4346621136059;App BA 147;Femenino;Abierto;;
00057453/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;07/02/2021;15:22:33;12.0;Saavedra;RUIZ HUIDOBRO AV.;3657.0;;-34.5499234028026;-58.4847616907883;App BA 147;Masculino;Cerrado;10/02/2021 12:09:44;
00050134/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;02/02/2021;20:17:59;6.0;Caballito;FIGUEROA, D. APOLINARIO, CORONEL;825.0;;-34.6074690570304;-58.4502815406957;GCS Web;Femenino;Cerrado;08/02/2021 14:05:48;
00061281/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;09/02/2021;17:06:58;9.0;Parque Avellaneda;PORTELA;785.0;;-34.6410189964247;-58.4694529324266;App BA 147;Femenino;Cerrado;09/02/2021 17:32:52;
00058023/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;08/02/2021;09:25:49;3.0;Balvanera;MORENO;2539.0;;-34.6132637815686;-58.4021348713596;Call Center;Masculino;Cerrado;09/02/2021 17:35:57;
00060614/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;09/02/2021;12:57:03;6.0;Caballito;FRANKLIN;681.0;;-34.6076989071016;-58.4421780595303;App BA 147;Masculino;Cerrado;04/03/2021 12:00:44;
00058055/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;08/02/2021;09:38:54;15.0;Parque Chas;BUCAREST;1384.0;;-34.5881832857559;-58.4847885680428;GCS Web;Femenino;Abierto;;
00058404/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;08/02/2021;11:59:24;4.0;Barracas;RUY DIAZ DE GUZMAN;286.0;;-34.6334986648006;-58.3711587923271;GCS Web;Femenino;Abierto;;
00063658/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;10/02/2021;18:28:39;3.0;Balvanera;AGUERO;774.0;;-34.600996161799;-58.4110341421543;App BA 147;Femenino;Abierto;;
00063323/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;10/02/2021;16:05:44;3.0;San Cristobal;24 DE NOVIEMBRE;1140.0;;-34.6240481293932;-58.410386428574;GCS Web;Masculino;Cerrado;19/02/2021 10:12:26;
00062025/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;10/02/2021;00:36:50;7.0;Flores;PRIMERA JUNTA;2726.0;;-34.6401718711108;-58.4593603537801;App BA 147;Femenino;Cerrado;15/03/2021 10:12:29;
00063631/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;10/02/2021;18:18:19;6.0;Caballito;VALLESE, FELIPE;1490.0;;-34.61681738089;-58.4554563179613;GCS Web;Femenino;Cerrado;12/02/2021 14:11:39;
00062675/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;10/02/2021;12:14:29;6.0;Caballito;PUEYRREDON, HONORIO, DR. AV.;1084.0;;-34.6080335295105;-58.4453239667739;GCS Web;Femenino;Abierto;;
00064024/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;10/02/2021;23:04:23;13.0;Belgrano;DRAGONES;2148.0;;-34.5520740499903;-58.4417031845125;App BA 147;Masculino;Abierto;;
00062895/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;10/02/2021;13:26:17;2.0;Recoleta;GALLO;1041.0;;-34.5976080460691;-58.4118035032443;App BA 147;Femenino;Abierto;;
00062223/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;10/02/2021;09:44:52;12.0;Saavedra;SUPERI;3880.0;;-34.5522141874051;-58.479506181167;GCS Web;Femenino;Cerrado;19/02/2021 10:20:51;
00063893/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;10/02/2021;21:11:04;4.0;Boca;BROWN, ALTE. AV.;392.0;;-34.6292343863446;-58.3648549402886;App BA 147;Femenino;Abierto;;
00062579/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;10/02/2021;11:43:51;1.0;San Telmo;CASEROS AV.;;BOLIVAR;-34.6266962816143;-58.3725568530285;GCS Web;Masculino;Cerrado;19/02/2021 10:19:44;
00063092/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;10/02/2021;14:41:57;3.0;San Cristobal;24 DE NOVIEMBRE;;ESTADOS UNIDOS;-34.6215705077452;-58.4107662369026;GCS Web;Masculino;Cerrado;19/02/2021 10:16:17;
00063277/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;10/02/2021;15:47:52;13.0;Palermo;DORREGO;;FREIRE, RAMON, CAP. GRAL.;-34.5807276525053;-58.4422852915001;GCS Web;Masculino;Abierto;;
00063684/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;10/02/2021;18:44:20;1.0;San Telmo;SAN LORENZO;371.0;;-34.6166071972036;-58.3711959324181;GCS Web;Femenino;Cerrado;19/02/2021 10:08:53;
00064049/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;10/02/2021;23:29:54;2.0;Recoleta;LOPEZ, VICENTE;1857.0;;-34.5902998600994;-58.3915832884792;App BA 147;Femenino;Abierto;;
00065138/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;11/02/2021;15:36:45;6.0;Caballito;MALVINAS ARGENTINAS;481.0;;-34.629950892224;-58.4495937094404;GCS Web;Masculino;Abierto;;
00064995/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;11/02/2021;14:23:42;1.0;Retiro;ESMERALDA;1038.0;;-34.5960033605174;-58.3785101020821;GCS Web;Masculino;Abierto;;
00064678/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;11/02/2021;12:11:08;1.0;San Telmo;PIEDRAS;1234.0;;-34.6225376855848;-58.3771711860705;Call Center;Femenino;Cerrado;19/02/2021 09:53:20;
00065209/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;11/02/2021;16:12:17;10.0;Versalles;ROMA;710.0;;-34.628617481234;-58.5215600849374;App BA 147;Femenino;Abierto;;
00065655/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;11/02/2021;20:35:51;1.0;San Nicolas;ESMERALDA;26.0;;-34.6077692450504;-58.3778727858289;GCS Web;Masculino;Abierto;;
00064182/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;11/02/2021;08:28:22;14.0;Palermo;ARENAL, CONCEPCION;2771.0;;-34.5773662694106;-58.4405234123609;GCS Web;Femenino;Cerrado;19/02/2021 10:05:30;
00064199/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;11/02/2021;08:43:07;15.0;Villa Crespo;VERA;659.0;;-34.5976075320262;-58.4389512495663;App BA 147;Masculino;Cerrado;19/02/2021 10:02:54;
00064323/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;11/02/2021;09:39:51;15.0;Villa Ortuzar;CHORROARIN AV.;978.0;;-34.585636783518;-58.4700293617529;App BA 147;Femenino;Abierto;;
00064579/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;11/02/2021;11:29:08;14.0;Palermo;SORIA;;THAMES;-34.5885013639519;-58.4317974747234;App BA 147;Femenino;Cerrado;08/04/2021 16:14:46;
00064548/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;11/02/2021;11:17:53;13.0;Colegiales;NEWBERY, JORGE;2510.0;;-34.5731401665667;-58.4417711902068;GCS Web;Femenino;Abierto;;
00065545/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;11/02/2021;19:13:42;10.0;Villa Luro;MOZART;211.0;;-34.6391561975726;-58.4916728618929;App BA 147;Femenino;Cerrado;19/02/2021 09:47:16;
00064836/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;11/02/2021;13:21:57;11.0;Villa Del Parque;CARACAS;;ARREGUI;-34.6014685567866;-58.478637537902;Call Center;Femenino;Cerrado;19/02/2021 09:52:36;
00064332/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;11/02/2021;09:43:48;2.0;Recoleta;PEÑA;2215.0;;-34.5910006298736;-58.3968617263614;App BA 147;Femenino;Cerrado;19/02/2021 10:00:58;
00065691/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;11/02/2021;21:01:47;10.0;Monte Castro;CHIVILCOY;2200.0;;-34.6135554388642;-58.4997757601705;GCS Web;Masculino;Abierto;;
00065290/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;11/02/2021;16:56:55;15.0;Paternal;DE LOS CONSTITUYENTES AV.;2601.0;;-34.5944231325507;-58.4721164944301;App BA 147;Femenino;Cerrado;19/02/2021 09:48:04;
00064042/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;10/02/2021;23:20:43;1.0;Puerto Madero;MANSO JUANA;900.0;;-34.6082463039835;-58.3629080876906;App BA 147;Femenino;Abierto;;
00065807/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;11/02/2021;22:53:31;10.0;Villa Real;LISTA, RAMON, CORONEL;5330.0;;-34.6148296431836;-58.5244630232631;GCS Web;Femenino;Cerrado;19/02/2021 09:41:54;
00064418/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;11/02/2021;10:23:39;1.0;San Nicolas;CORDOBA AV.;120.0;;-34.5984351172261;-58.3702338863894;GCS Web;Femenino;Abierto;;
00064226/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;11/02/2021;08:54:48;13.0;Nuñez;O'HIGGINS;3980.0;;-34.5442538919421;-58.4662907513907;App BA 147;Femenino;Abierto;;
00066105/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;12/02/2021;09:38:04;13.0;Nuñez;ARCOS;4734.0;;-34.5388290605477;-58.4715979541302;App BA 147;Femenino;Abierto;;
00066280/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;12/02/2021;11:09:16;13.0;Colegiales;CIUDAD DE LA PAZ;1234.0;;-34.5690252053851;-58.4503580605566;GCS Web;Femenino;Cerrado;19/02/2021 09:27:33;
00064391/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;11/02/2021;10:11:26;6.0;Caballito;BEAUCHEF;530.0;;-34.6233503080305;-58.4332688605675;GCS Web;Femenino;Cerrado;12/02/2021 14:16:20;
00066440/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;12/02/2021;12:18:42;14.0;Palermo;GARCIA, TEODORO;1791.0;;-34.5637555857934;-58.4405458307085;App BA 147;Femenino;Abierto;;
00066549/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;12/02/2021;13:01:30;3.0;Balvanera;RINCON;647.0;;-34.6165617213556;-58.3961313193339;GCS Web;Femenino;Abierto;;
00067408/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;12/02/2021;19:40:32;12.0;Villa Urquiza;HOLMBERG;2308.0;;-34.5704257681514;-58.4757997952298;App BA 147;Masculino;Cerrado;18/02/2021 12:08:49;
00067635/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;12/02/2021;23:57:56;1.0;San Nicolas;BOUCHARD;547.0;;-34.60146995785;-58.3691433658874;GCS Web;Masculino;Cerrado;18/02/2021 11:55:51;
00066421/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;12/02/2021;12:12:53;14.0;Palermo;GARCIA, TEODORO;1789.0;;-34.5637461934925;-58.4405376115905;App BA 147;Femenino;Abierto;;
00064399/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;11/02/2021;10:14:17;6.0;Caballito;ALBERDI, JUAN BAUTISTA AV.;362.0;;-34.6228623069875;-58.432966669938;GCS Web;Femenino;Cerrado;12/02/2021 14:17:46;
00064400/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;11/02/2021;10:15:02;6.0;Caballito;DIAZ VELEZ AV.;5379.0;;-34.6082064032053;-58.4421785076002;App BA 147;Femenino;Cerrado;12/02/2021 14:19:08;
00067131/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;12/02/2021;17:22:13;4.0;Boca;REGIMIENTO DE PATRICIOS AV.;1378.0;;-34.6425954429612;-58.3687997892963;Call Center;Femenino;Cerrado;18/02/2021 12:00:17;
00066057/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;12/02/2021;09:15:18;1.0;Monserrat;INDEPENDENCIA AV.;855.0;;-34.6174214602872;-58.3782299177242;GCS Web;Masculino;Abierto;;
00064403/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;11/02/2021;10:16:39;6.0;Caballito;FRANKLIN;543.0;;-34.6076943409448;-58.4392743129844;App BA 147;Femenino;Cerrado;12/02/2021 14:20:37;
00066215/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;12/02/2021;10:29:44;11.0;Villa Devoto;MISTRAL, GABRIELA;3665.0;;-34.5933951751955;-58.5117104852961;GCS Web;Femenino;Abierto;;
00066249/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;12/02/2021;10:47:59;5.0;Almagro;QUERANDIES;4312.0;;-34.6113899874669;-58.4275702577885;App BA 147;Femenino;Abierto;;
00066309/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;12/02/2021;11:21:14;1.0;San Telmo;CALVO, CARLOS;614.0;;-34.6196911250744;-58.3745614793546;App BA 147;Femenino;Abierto;;
00066625/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;12/02/2021;13:29:12;14.0;Palermo;CHARCAS;4525.0;;-34.5821017176536;-58.4251504363171;GCS Web;Masculino;Abierto;;
00066725/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;12/02/2021;14:14:59;14.0;Palermo;LAS HERAS GENERAL AV.;3598.0;;-34.5829820885812;-58.4081785076966;App BA 147;Masculino;Cerrado;18/02/2021 12:03:29;
00066595/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;12/02/2021;13:16:34;13.0;Nuñez;11 DE SEPTIEMBRE DE 1888;3875.0;;-34.5435351316214;-58.4628533787835;App BA 147;Masculino;Cerrado;19/02/2021 09:22:54;
00066051/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;12/02/2021;09:12:40;15.0;Chacarita;CORRIENTES AV.;6202.0;;-34.5910449207699;-58.4484355230724;Call Center;Masculino;Abierto;;
00064406/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;11/02/2021;10:17:35;6.0;Caballito;FRANKLIN;545.0;;-34.6076992211786;-58.4393689925258;App BA 147;Femenino;Cerrado;12/02/2021 14:21:28;
